dc_bus_id,p_ac_mw,q_ac_mvar,p_dc_mw,p_loss_mw,v_ac_pu,v_dc_pu
8,-0.250705047282061,8.25780847225353,-0.250640714565618,0,1.03,1.02
26,-0.763834783846983,-12.8527809893889,-0.763668881352597,0,1,1
18,0.894982549492005,-1.28083861836124,0.894985051296526,0,1,1
11,0.25,0.075,0.250000068327338,0,0.998518250222381,1.01739284511614
28,0.76,0.25,0.760000615244137,0,1.02,0.995196522736291
16,0.28,0.092,0.280000087029204,0,0.999050418774305,1.00846655858526
21,-1.2,-0.4,-1.19999848761829,0,1.0285591763887,1.02333556282566
